sample	compressor	size	noise	correct
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.1	1
For Alise (Bethoven)	gzip	5	0.1	3
For Alise (Bethoven)	lzma	5	0.1	1
For Alise (Bethoven)	bzip2	5	0.1	2
Piano Sonatta No. 15 (Mozart)	gzip	5	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0.1	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.1	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0.1	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0.1	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.1	1
For Alise (Bethoven)	gzip	5	0.1	3
For Alise (Bethoven)	lzma	5	0.1	1
For Alise (Bethoven)	bzip2	5	0.1	2
For Alise (Bethoven)	gzip	5	0.1	3
For Alise (Bethoven)	lzma	5	0.1	1
For Alise (Bethoven)	bzip2	5	0.1	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0.1	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.1	3
For Alise (Bethoven)	gzip	5	0.1	3
For Alise (Bethoven)	lzma	5	0.1	1
For Alise (Bethoven)	bzip2	5	0.1	3
Treasure Waltz (Strauss)	gzip	5	0.1	2
Treasure Waltz (Strauss)	lzma	5	0.1	1
Treasure Waltz (Strauss)	bzip2	5	0.1	1
For Alise (Bethoven)	gzip	5	0.1	2
For Alise (Bethoven)	lzma	5	0.1	1
For Alise (Bethoven)	bzip2	5	0.1	2
Treasure Waltz (Strauss)	gzip	5	0.1	1
Treasure Waltz (Strauss)	lzma	5	0.1	1
Treasure Waltz (Strauss)	bzip2	5	0.1	3
For Alise (Bethoven)	gzip	5	0.1	1
For Alise (Bethoven)	lzma	5	0.1	1
For Alise (Bethoven)	bzip2	5	0.1	0
Treasure Waltz (Strauss)	gzip	5	0.1	3
Treasure Waltz (Strauss)	lzma	5	0.1	1
Treasure Waltz (Strauss)	bzip2	5	0.1	1
Sping From The Four Seasons (Vivaldi)	gzip	5	0.1	1
Sping From The Four Seasons (Vivaldi)	lzma	5	0.1	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.1	1
Treasure Waltz (Strauss)	gzip	5	0.1	3
Treasure Waltz (Strauss)	lzma	5	0.1	1
Treasure Waltz (Strauss)	bzip2	5	0.1	1
For Alise (Bethoven)	gzip	5	0.1	2
For Alise (Bethoven)	lzma	5	0.1	1
For Alise (Bethoven)	bzip2	5	0.1	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0.1	1
Sping From The Four Seasons (Vivaldi)	lzma	5	0.1	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.1	1
For Alise (Bethoven)	gzip	5	0.1	1
For Alise (Bethoven)	lzma	5	0.1	1
For Alise (Bethoven)	bzip2	5	0.1	1
Treasure Waltz (Strauss)	gzip	5	0.1	2
Treasure Waltz (Strauss)	lzma	5	0.1	1
Treasure Waltz (Strauss)	bzip2	5	0.1	1
For Alise (Bethoven)	gzip	5	0.1	3
For Alise (Bethoven)	lzma	5	0.1	1
For Alise (Bethoven)	bzip2	5	0.1	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0.1	2
Piano Sonatta No. 15 (Mozart)	lzma	5	0.1	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.1	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0.1	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0.1	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.1	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0.1	2
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.1	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0.1	1
Sping From The Four Seasons (Vivaldi)	lzma	5	0.1	0
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.1	0
Sping From The Four Seasons (Vivaldi)	gzip	5	0.1	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0.1	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.1	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0.1	2
Piano Sonatta No. 15 (Mozart)	lzma	5	0.1	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.1	2
Treasure Waltz (Strauss)	gzip	5	0.1	3
Treasure Waltz (Strauss)	lzma	5	0.1	1
Treasure Waltz (Strauss)	bzip2	5	0.1	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0.1	2
Piano Sonatta No. 15 (Mozart)	lzma	5	0.1	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.1	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0.1	3
Sping From The Four Seasons (Vivaldi)	lzma	5	0.1	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.1	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0.1	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0.1	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.1	2
Piano Sonatta No. 15 (Mozart)	gzip	5	0.05	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0.05	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.05	2
Treasure Waltz (Strauss)	gzip	5	0.05	2
Treasure Waltz (Strauss)	lzma	5	0.05	1
Treasure Waltz (Strauss)	bzip2	5	0.05	1
Sping From The Four Seasons (Vivaldi)	gzip	5	0.05	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0.05	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.05	1
Treasure Waltz (Strauss)	gzip	5	0.05	1
Treasure Waltz (Strauss)	lzma	5	0.05	1
Treasure Waltz (Strauss)	bzip2	5	0.05	1
Sping From The Four Seasons (Vivaldi)	gzip	5	0.05	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0.05	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.05	2
Piano Sonatta No. 15 (Mozart)	gzip	5	0.05	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0.05	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.05	1
Sping From The Four Seasons (Vivaldi)	gzip	5	0.05	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0.05	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.05	2
Treasure Waltz (Strauss)	gzip	5	0.05	3
Treasure Waltz (Strauss)	lzma	5	0.05	1
Treasure Waltz (Strauss)	bzip2	5	0.05	1
Treasure Waltz (Strauss)	gzip	5	0.05	3
Treasure Waltz (Strauss)	lzma	5	0.05	1
Treasure Waltz (Strauss)	bzip2	5	0.05	2
For Alise (Bethoven)	gzip	5	0.05	3
For Alise (Bethoven)	lzma	5	0.05	1
For Alise (Bethoven)	bzip2	5	0.05	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0.05	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0.05	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.05	1
For Alise (Bethoven)	gzip	5	0.05	3
For Alise (Bethoven)	lzma	5	0.05	1
For Alise (Bethoven)	bzip2	5	0.05	3
Piano Sonatta No. 15 (Mozart)	gzip	5	0.05	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0.05	2
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.05	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0.05	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0.05	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.05	1
For Alise (Bethoven)	gzip	5	0.05	2
For Alise (Bethoven)	lzma	5	0.05	1
For Alise (Bethoven)	bzip2	5	0.05	4
For Alise (Bethoven)	gzip	5	0.05	0
For Alise (Bethoven)	lzma	5	0.05	1
For Alise (Bethoven)	bzip2	5	0.05	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0.05	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0.05	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.05	2
For Alise (Bethoven)	gzip	5	0.05	4
For Alise (Bethoven)	lzma	5	0.05	1
For Alise (Bethoven)	bzip2	5	0.05	1
Treasure Waltz (Strauss)	gzip	5	0.05	3
Treasure Waltz (Strauss)	lzma	5	0.05	1
Treasure Waltz (Strauss)	bzip2	5	0.05	2
For Alise (Bethoven)	gzip	5	0.05	1
For Alise (Bethoven)	lzma	5	0.05	1
For Alise (Bethoven)	bzip2	5	0.05	1
Treasure Waltz (Strauss)	gzip	5	0.05	3
Treasure Waltz (Strauss)	lzma	5	0.05	1
Treasure Waltz (Strauss)	bzip2	5	0.05	1
For Alise (Bethoven)	gzip	5	0.05	2
For Alise (Bethoven)	lzma	5	0.05	1
For Alise (Bethoven)	bzip2	5	0.05	1
Treasure Waltz (Strauss)	gzip	5	0.05	3
Treasure Waltz (Strauss)	lzma	5	0.05	1
Treasure Waltz (Strauss)	bzip2	5	0.05	1
Sping From The Four Seasons (Vivaldi)	gzip	5	0.05	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0.05	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.05	1
Treasure Waltz (Strauss)	gzip	5	0.05	3
Treasure Waltz (Strauss)	lzma	5	0.05	1
Treasure Waltz (Strauss)	bzip2	5	0.05	2
For Alise (Bethoven)	gzip	5	0.05	2
For Alise (Bethoven)	lzma	5	0.05	1
For Alise (Bethoven)	bzip2	5	0.05	1
Sping From The Four Seasons (Vivaldi)	gzip	5	0.05	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0.05	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.05	1
For Alise (Bethoven)	gzip	5	0.05	3
For Alise (Bethoven)	lzma	5	0.05	1
For Alise (Bethoven)	bzip2	5	0.05	2
Treasure Waltz (Strauss)	gzip	5	0.05	2
Treasure Waltz (Strauss)	lzma	5	0.05	1
Treasure Waltz (Strauss)	bzip2	5	0.05	1
For Alise (Bethoven)	gzip	5	0.05	1
For Alise (Bethoven)	lzma	5	0.05	1
For Alise (Bethoven)	bzip2	5	0.05	3
Piano Sonatta No. 15 (Mozart)	gzip	5	0.05	1
Piano Sonatta No. 15 (Mozart)	lzma	5	0.05	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.05	0
Sping From The Four Seasons (Vivaldi)	gzip	5	0.05	3
Sping From The Four Seasons (Vivaldi)	lzma	5	0.05	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.05	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0.05	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0.05	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.05	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0.05	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0.05	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.05	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0.05	1
Sping From The Four Seasons (Vivaldi)	lzma	5	0.05	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.05	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0.05	2
Piano Sonatta No. 15 (Mozart)	lzma	5	0.05	2
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.05	2
Treasure Waltz (Strauss)	gzip	5	0.05	3
Treasure Waltz (Strauss)	lzma	5	0.05	1
Treasure Waltz (Strauss)	bzip2	5	0.05	2
Piano Sonatta No. 15 (Mozart)	gzip	5	0.05	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0.05	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.05	3
Sping From The Four Seasons (Vivaldi)	gzip	5	0.05	3
Sping From The Four Seasons (Vivaldi)	lzma	5	0.05	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0.05	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0.05	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0.05	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0.05	2
Piano Sonatta No. 15 (Mozart)	gzip	5	0	2
Piano Sonatta No. 15 (Mozart)	lzma	5	0	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0	2
Treasure Waltz (Strauss)	gzip	5	0	2
Treasure Waltz (Strauss)	lzma	5	0	1
Treasure Waltz (Strauss)	bzip2	5	0	3
Sping From The Four Seasons (Vivaldi)	gzip	5	0	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0	1
Treasure Waltz (Strauss)	gzip	5	0	3
Treasure Waltz (Strauss)	lzma	5	0	1
Treasure Waltz (Strauss)	bzip2	5	0	1
Sping From The Four Seasons (Vivaldi)	gzip	5	0	3
Sping From The Four Seasons (Vivaldi)	lzma	5	0	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0	2
Piano Sonatta No. 15 (Mozart)	lzma	5	0	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0	1
Sping From The Four Seasons (Vivaldi)	lzma	5	0	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0	0
Treasure Waltz (Strauss)	gzip	5	0	2
Treasure Waltz (Strauss)	lzma	5	0	1
Treasure Waltz (Strauss)	bzip2	5	0	1
Treasure Waltz (Strauss)	gzip	5	0	2
Treasure Waltz (Strauss)	lzma	5	0	1
Treasure Waltz (Strauss)	bzip2	5	0	2
For Alise (Bethoven)	gzip	5	0	3
For Alise (Bethoven)	lzma	5	0	1
For Alise (Bethoven)	bzip2	5	0	2
Piano Sonatta No. 15 (Mozart)	gzip	5	0	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0	2
For Alise (Bethoven)	gzip	5	0	3
For Alise (Bethoven)	lzma	5	0	1
For Alise (Bethoven)	bzip2	5	0	2
Piano Sonatta No. 15 (Mozart)	gzip	5	0	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0	2
Piano Sonatta No. 15 (Mozart)	bzip2	5	0	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0	3
Sping From The Four Seasons (Vivaldi)	lzma	5	0	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0	1
For Alise (Bethoven)	gzip	5	0	2
For Alise (Bethoven)	lzma	5	0	1
For Alise (Bethoven)	bzip2	5	0	1
For Alise (Bethoven)	gzip	5	0	2
For Alise (Bethoven)	lzma	5	0	1
For Alise (Bethoven)	bzip2	5	0	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0	2
For Alise (Bethoven)	gzip	5	0	4
For Alise (Bethoven)	lzma	5	0	1
For Alise (Bethoven)	bzip2	5	0	2
Treasure Waltz (Strauss)	gzip	5	0	3
Treasure Waltz (Strauss)	lzma	5	0	1
Treasure Waltz (Strauss)	bzip2	5	0	1
For Alise (Bethoven)	gzip	5	0	3
For Alise (Bethoven)	lzma	5	0	1
For Alise (Bethoven)	bzip2	5	0	2
Treasure Waltz (Strauss)	gzip	5	0	1
Treasure Waltz (Strauss)	lzma	5	0	1
Treasure Waltz (Strauss)	bzip2	5	0	1
For Alise (Bethoven)	gzip	5	0	0
For Alise (Bethoven)	lzma	5	0	1
For Alise (Bethoven)	bzip2	5	0	1
Treasure Waltz (Strauss)	gzip	5	0	3
Treasure Waltz (Strauss)	lzma	5	0	1
Treasure Waltz (Strauss)	bzip2	5	0	1
Sping From The Four Seasons (Vivaldi)	gzip	5	0	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0	2
Treasure Waltz (Strauss)	gzip	5	0	2
Treasure Waltz (Strauss)	lzma	5	0	1
Treasure Waltz (Strauss)	bzip2	5	0	1
For Alise (Bethoven)	gzip	5	0	3
For Alise (Bethoven)	lzma	5	0	1
For Alise (Bethoven)	bzip2	5	0	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0	1
For Alise (Bethoven)	gzip	5	0	3
For Alise (Bethoven)	lzma	5	0	1
For Alise (Bethoven)	bzip2	5	0	1
Treasure Waltz (Strauss)	gzip	5	0	1
Treasure Waltz (Strauss)	lzma	5	0	1
Treasure Waltz (Strauss)	bzip2	5	0	1
For Alise (Bethoven)	gzip	5	0	3
For Alise (Bethoven)	lzma	5	0	1
For Alise (Bethoven)	bzip2	5	0	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0	1
Sping From The Four Seasons (Vivaldi)	gzip	5	0	3
Sping From The Four Seasons (Vivaldi)	lzma	5	0	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0	2
Piano Sonatta No. 15 (Mozart)	bzip2	5	0	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0	1
Sping From The Four Seasons (Vivaldi)	lzma	5	0	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0	2
Piano Sonatta No. 15 (Mozart)	lzma	5	0	2
Piano Sonatta No. 15 (Mozart)	bzip2	5	0	2
Treasure Waltz (Strauss)	gzip	5	0	3
Treasure Waltz (Strauss)	lzma	5	0	1
Treasure Waltz (Strauss)	bzip2	5	0	2
Piano Sonatta No. 15 (Mozart)	gzip	5	0	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0	2
Piano Sonatta No. 15 (Mozart)	bzip2	5	0	2
Sping From The Four Seasons (Vivaldi)	gzip	5	0	2
Sping From The Four Seasons (Vivaldi)	lzma	5	0	1
Sping From The Four Seasons (Vivaldi)	bzip2	5	0	1
Piano Sonatta No. 15 (Mozart)	gzip	5	0	3
Piano Sonatta No. 15 (Mozart)	lzma	5	0	1
Piano Sonatta No. 15 (Mozart)	bzip2	5	0	2
Piano Sonatta No. 15 (Mozart)	gzip	10	1	2
Piano Sonatta No. 15 (Mozart)	lzma	10	1	0
Piano Sonatta No. 15 (Mozart)	bzip2	10	1	0
Treasure Waltz (Strauss)	gzip	10	1	2
Treasure Waltz (Strauss)	lzma	10	1	0
Treasure Waltz (Strauss)	bzip2	10	1	0
Sping From The Four Seasons (Vivaldi)	gzip	10	1	2
Sping From The Four Seasons (Vivaldi)	lzma	10	1	1
Sping From The Four Seasons (Vivaldi)	bzip2	10	1	0
Treasure Waltz (Strauss)	gzip	10	1	2
Treasure Waltz (Strauss)	lzma	10	1	0
Treasure Waltz (Strauss)	bzip2	10	1	0
Sping From The Four Seasons (Vivaldi)	gzip	10	1	2
Sping From The Four Seasons (Vivaldi)	lzma	10	1	1
Sping From The Four Seasons (Vivaldi)	bzip2	10	1	0
Piano Sonatta No. 15 (Mozart)	gzip	10	1	2
Piano Sonatta No. 15 (Mozart)	lzma	10	1	0
Piano Sonatta No. 15 (Mozart)	bzip2	10	1	0
Sping From The Four Seasons (Vivaldi)	gzip	10	1	2
Sping From The Four Seasons (Vivaldi)	lzma	10	1	0
Sping From The Four Seasons (Vivaldi)	bzip2	10	1	0
Treasure Waltz (Strauss)	gzip	10	1	2
Treasure Waltz (Strauss)	lzma	10	1	0
Treasure Waltz (Strauss)	bzip2	10	1	0
Treasure Waltz (Strauss)	gzip	10	1	2
Treasure Waltz (Strauss)	lzma	10	1	1
Treasure Waltz (Strauss)	bzip2	10	1	0
For Alise (Bethoven)	gzip	10	1	2
For Alise (Bethoven)	lzma	10	1	0
For Alise (Bethoven)	bzip2	10	1	0
Piano Sonatta No. 15 (Mozart)	gzip	10	1	2
Piano Sonatta No. 15 (Mozart)	lzma	10	1	0
Piano Sonatta No. 15 (Mozart)	bzip2	10	1	0
For Alise (Bethoven)	gzip	10	1	2
For Alise (Bethoven)	lzma	10	1	0
For Alise (Bethoven)	bzip2	10	1	0
Piano Sonatta No. 15 (Mozart)	gzip	10	1	2
Piano Sonatta No. 15 (Mozart)	lzma	10	1	1
Piano Sonatta No. 15 (Mozart)	bzip2	10	1	0
Sping From The Four Seasons (Vivaldi)	gzip	10	1	2
Sping From The Four Seasons (Vivaldi)	lzma	10	1	1
Sping From The Four Seasons (Vivaldi)	bzip2	10	1	0
For Alise (Bethoven)	gzip	10	1	2
For Alise (Bethoven)	lzma	10	1	0
For Alise (Bethoven)	bzip2	10	1	0
For Alise (Bethoven)	gzip	10	1	2
For Alise (Bethoven)	lzma	10	1	0
For Alise (Bethoven)	bzip2	10	1	0
Piano Sonatta No. 15 (Mozart)	gzip	10	1	2
Piano Sonatta No. 15 (Mozart)	lzma	10	1	1
Piano Sonatta No. 15 (Mozart)	bzip2	10	1	0
For Alise (Bethoven)	gzip	10	1	2
For Alise (Bethoven)	lzma	10	1	0
For Alise (Bethoven)	bzip2	10	1	0
Treasure Waltz (Strauss)	gzip	10	1	2
Treasure Waltz (Strauss)	lzma	10	1	1
Treasure Waltz (Strauss)	bzip2	10	1	0
For Alise (Bethoven)	gzip	10	1	2
For Alise (Bethoven)	lzma	10	1	1
For Alise (Bethoven)	bzip2	10	1	0
Treasure Waltz (Strauss)	gzip	10	1	2
Treasure Waltz (Strauss)	lzma	10	1	1
Treasure Waltz (Strauss)	bzip2	10	1	0
For Alise (Bethoven)	gzip	10	1	2
For Alise (Bethoven)	lzma	10	1	1
For Alise (Bethoven)	bzip2	10	1	0
Treasure Waltz (Strauss)	gzip	10	1	2
Treasure Waltz (Strauss)	lzma	10	1	1
Treasure Waltz (Strauss)	bzip2	10	1	0
Sping From The Four Seasons (Vivaldi)	gzip	10	1	2
Sping From The Four Seasons (Vivaldi)	lzma	10	1	0
Sping From The Four Seasons (Vivaldi)	bzip2	10	1	0
Treasure Waltz (Strauss)	gzip	10	1	2
Treasure Waltz (Strauss)	lzma	10	1	1
Treasure Waltz (Strauss)	bzip2	10	1	0
For Alise (Bethoven)	gzip	10	1	2
For Alise (Bethoven)	lzma	10	1	0
For Alise (Bethoven)	bzip2	10	1	0
Sping From The Four Seasons (Vivaldi)	gzip	10	1	2
Sping From The Four Seasons (Vivaldi)	lzma	10	1	0
Sping From The Four Seasons (Vivaldi)	bzip2	10	1	0
For Alise (Bethoven)	gzip	10	1	2
For Alise (Bethoven)	lzma	10	1	0
For Alise (Bethoven)	bzip2	10	1	0
Treasure Waltz (Strauss)	gzip	10	1	2
Treasure Waltz (Strauss)	lzma	10	1	0
Treasure Waltz (Strauss)	bzip2	10	1	0
For Alise (Bethoven)	gzip	10	1	2
For Alise (Bethoven)	lzma	10	1	0
For Alise (Bethoven)	bzip2	10	1	0
Piano Sonatta No. 15 (Mozart)	gzip	10	1	2
Piano Sonatta No. 15 (Mozart)	lzma	10	1	0
Piano Sonatta No. 15 (Mozart)	bzip2	10	1	0
Sping From The Four Seasons (Vivaldi)	gzip	10	1	2
Sping From The Four Seasons (Vivaldi)	lzma	10	1	0
Sping From The Four Seasons (Vivaldi)	bzip2	10	1	0
Piano Sonatta No. 15 (Mozart)	gzip	10	1	2
Piano Sonatta No. 15 (Mozart)	lzma	10	1	1
Piano Sonatta No. 15 (Mozart)	bzip2	10	1	0
Sping From The Four Seasons (Vivaldi)	gzip	10	1	2
Sping From The Four Seasons (Vivaldi)	lzma	10	1	1
Sping From The Four Seasons (Vivaldi)	bzip2	10	1	0
Sping From The Four Seasons (Vivaldi)	gzip	10	1	2
Sping From The Four Seasons (Vivaldi)	lzma	10	1	0
Sping From The Four Seasons (Vivaldi)	bzip2	10	1	0
Piano Sonatta No. 15 (Mozart)	gzip	10	1	2
Piano Sonatta No. 15 (Mozart)	lzma	10	1	0
Piano Sonatta No. 15 (Mozart)	bzip2	10	1	0
Treasure Waltz (Strauss)	gzip	10	1	2
Treasure Waltz (Strauss)	lzma	10	1	1
Treasure Waltz (Strauss)	bzip2	10	1	0
Piano Sonatta No. 15 (Mozart)	gzip	10	1	2
Piano Sonatta No. 15 (Mozart)	lzma	10	1	1
Piano Sonatta No. 15 (Mozart)	bzip2	10	1	0
Sping From The Four Seasons (Vivaldi)	gzip	10	1	2
Sping From The Four Seasons (Vivaldi)	lzma	10	1	1
Sping From The Four Seasons (Vivaldi)	bzip2	10	1	0
Piano Sonatta No. 15 (Mozart)	gzip	10	1	2
Piano Sonatta No. 15 (Mozart)	lzma	10	1	1
Piano Sonatta No. 15 (Mozart)	bzip2	10	1	0
Piano Sonatta No. 15 (Mozart)	gzip	10	0.5	2
Piano Sonatta No. 15 (Mozart)	lzma	10	0.5	1
Piano Sonatta No. 15 (Mozart)	bzip2	10	0.5	0
Treasure Waltz (Strauss)	gzip	10	0.5	2
Treasure Waltz (Strauss)	lzma	10	0.5	1
Treasure Waltz (Strauss)	bzip2	10	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	10	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	10	0.5	0
Sping From The Four Seasons (Vivaldi)	bzip2	10	0.5	0
Treasure Waltz (Strauss)	gzip	10	0.5	2
Treasure Waltz (Strauss)	lzma	10	0.5	1
Treasure Waltz (Strauss)	bzip2	10	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	10	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	10	0.5	1
Sping From The Four Seasons (Vivaldi)	bzip2	10	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	10	0.5	2
Piano Sonatta No. 15 (Mozart)	lzma	10	0.5	1
Piano Sonatta No. 15 (Mozart)	bzip2	10	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	10	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	10	0.5	1
Sping From The Four Seasons (Vivaldi)	bzip2	10	0.5	0
Treasure Waltz (Strauss)	gzip	10	0.5	2
Treasure Waltz (Strauss)	lzma	10	0.5	1
Treasure Waltz (Strauss)	bzip2	10	0.5	0
Treasure Waltz (Strauss)	gzip	10	0.5	2
Treasure Waltz (Strauss)	lzma	10	0.5	1
Treasure Waltz (Strauss)	bzip2	10	0.5	0
For Alise (Bethoven)	gzip	10	0.5	2
For Alise (Bethoven)	lzma	10	0.5	1
For Alise (Bethoven)	bzip2	10	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	10	0.5	2
Piano Sonatta No. 15 (Mozart)	lzma	10	0.5	0
Piano Sonatta No. 15 (Mozart)	bzip2	10	0.5	0
For Alise (Bethoven)	gzip	10	0.5	2
For Alise (Bethoven)	lzma	10	0.5	1
For Alise (Bethoven)	bzip2	10	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	10	0.5	2
Piano Sonatta No. 15 (Mozart)	lzma	10	0.5	0
Piano Sonatta No. 15 (Mozart)	bzip2	10	0.5	0
Sping From The Four Seasons (Vivaldi)	gzip	10	0.5	2
Sping From The Four Seasons (Vivaldi)	lzma	10	0.5	1
Sping From The Four Seasons (Vivaldi)	bzip2	10	0.5	0
For Alise (Bethoven)	gzip	10	0.5	2
For Alise (Bethoven)	lzma	10	0.5	1
For Alise (Bethoven)	bzip2	10	0.5	0
For Alise (Bethoven)	gzip	10	0.5	2
For Alise (Bethoven)	lzma	10	0.5	1
For Alise (Bethoven)	bzip2	10	0.5	0
Piano Sonatta No. 15 (Mozart)	gzip	10	0.5	2
